x11,x12,x21,x22,x31,x32,x41,x42,x51,x52,x61,x62,x71,x72,x81,x82,x91,x92,x101,x102,x111,x112,x121,x122,x131,x132,x141,x142,x151,x152,x161,x162,x171,x172,x181,x182,target
-0.299880111,-0.028589836,-0.260606865,0.006772401,-0.24554328,0.00825336,-0.202128183,0.019366147,-0.152505083,0.063691101,0.066754946,0.084551815,0.142187766,0.057179438,0.362956607,0.033631137,0.387280145,0.005071663,0.356805792,-0.030998397,0.26250715,-0.030307452,0.228734842,-0.04254333,0.087171517,-0.048410201,-0.079487508,-0.029103571,-0.093146613,-0.012121829,-0.135796219,0.038793825,-0.173270804,-0.061488848,-0.252034099,-0.033747424,S_raraen
-0.29943732,-0.011213177,-0.264889255,0.015360771,-0.250624544,0.014831734,-0.201373657,0.014426716,-0.149411511,0.067472791,0.062775042,0.088834264,0.137628276,0.065326301,0.353117945,0.040840145,0.391694896,0.002982291,0.357695401,-0.027891865,0.25838181,-0.029184211,0.229162048,-0.045942042,0.098158262,-0.053177565,-0.079606954,-0.051520199,-0.093885673,-0.032415793,-0.123744835,0.028682273,-0.166437577,-0.0632813,-0.259202354,-0.024131134,S_raraen
-0.2893379,-0.026580884,-0.25600936,0.000907761,-0.245881819,0.003206175,-0.201484241,0.006777481,-0.15644336,0.06321379,0.060247212,0.092262297,0.133317133,0.070028059,0.372067287,0.025081904,0.394541126,-0.007640133,0.360084846,-0.04064047,0.263678432,-0.026984594,0.225227548,-0.034719562,0.078255248,-0.03003005,-0.08801434,-0.032460828,-0.10226184,-0.016031355,-0.14068511,0.046745033,-0.163621964,-0.058515205,-0.243678898,-0.034619418,S_raraen
-0.296614855,-0.035876035,-0.26958062,0.004903668,-0.254920262,0.007716623,-0.195007119,0.016199646,-0.152038191,0.073893897,0.06029776,0.088058294,0.129327392,0.058940648,0.358896575,0.034346301,0.394163695,0.005169945,0.367593225,-0.035168113,0.255486474,-0.034572954,0.221398211,-0.047829921,0.092883596,-0.044989987,-0.08281345,-0.03455155,-0.091833505,-0.012896003,-0.12988032,0.049615385,-0.160850362,-0.055789854,-0.246508241,-0.037169989,S_raraen
-0.290395223,-0.022786167,-0.260572494,0.003941906,-0.245900368,0.006654857,-0.200710115,0.0129412,-0.153316327,0.063012816,0.050781161,0.0967665,0.141006655,0.075252231,0.358548192,0.030183698,0.390532519,-0.009495405,0.361869952,-0.038684021,0.268921211,-0.02990213,0.229770058,-0.038155695,0.084837648,-0.039762136,-0.093500033,-0.038176853,-0.101541231,-0.016689006,-0.135462018,0.04495036,-0.161633539,-0.062815818,-0.243236046,-0.037236338,S_raraen
-0.29698178,-0.020548245,-0.255591114,0.011990589,-0.241329724,0.013800386,-0.196357377,0.019648212,-0.145713643,0.064149581,0.052228284,0.084681634,0.136069604,0.060654902,0.36021332,0.043661041,0.393293368,0.010344732,0.364445834,-0.025559024,0.270054294,-0.035526348,0.222188877,-0.058311663,0.081198531,-0.052533996,-0.08987309,-0.046373401,-0.101477961,-0.021346998,-0.136027479,0.042738831,-0.167606689,-0.062546466,-0.248733254,-0.028923767,S_raraen
-0.300344281,-0.029590898,-0.266807217,0.000138208,-0.251547471,0.003002183,-0.188283185,0.008816234,-0.160656746,0.07286664,0.077124074,0.095850181,0.14428047,0.071671158,0.362128587,0.022715691,0.387758689,-0.006598389,0.356486572,-0.041964563,0.253281132,-0.026488225,0.216214932,-0.030718699,0.104736569,-0.029204164,-0.081182625,-0.038646791,-0.097767789,-0.01972357,-0.13193465,0.044406587,-0.162277218,-0.058415412,-0.261209843,-0.038116171,S_raraen
-0.285289522,-0.017684639,-0.258149215,0.007900185,-0.24159805,0.007275001,-0.198598731,0.013934818,-0.15485498,0.063316001,0.052507333,0.090802972,0.129723334,0.067816423,0.366502587,0.031381106,0.389599163,-0.003951643,0.368355754,-0.034992243,0.274870472,-0.027098604,0.230703259,-0.041566688,0.067654015,-0.039325222,-0.093778848,-0.040192983,-0.103155279,-0.02282528,-0.137468822,0.038666177,-0.164813854,-0.061494671,-0.242208616,-0.031960713,S_raraen
-0.297219836,-0.024463968,-0.2646364,0.00212478,-0.25043166,0.006874429,-0.191667151,0.00950077,-0.157528955,0.066211673,0.060177251,0.097758414,0.135939232,0.071075773,0.362800417,0.026854456,0.395772599,-0.01038758,0.366845392,-0.035991496,0.260359807,-0.030872052,0.224733579,-0.035767717,0.073783331,-0.031393132,-0.089364904,-0.030841496,-0.104537326,-0.013804107,-0.123162305,0.033978225,-0.158880635,-0.06070324,-0.242982436,-0.040153731,S_raraen
-0.302399383,-0.024248062,-0.25925219,0.008006497,-0.24577368,0.012471185,-0.200191205,0.014995111,-0.143406177,0.071776173,0.061568479,0.080511566,0.13522382,0.066536267,0.362108924,0.035895932,0.393425458,0.00335879,0.368843847,-0.027381417,0.260059269,-0.035583102,0.226158399,-0.045684234,0.075556696,-0.037629811,-0.095350661,-0.042063854,-0.104763841,-0.023003303,-0.121463198,0.03294847,-0.168576153,-0.056122443,-0.241768405,-0.034783766,S_raraen
-0.288301208,-0.02750519,-0.266948936,0.0050928,-0.254756516,0.005037536,-0.193724052,0.012127271,-0.152010493,0.073675917,0.053814741,0.102342582,0.127519474,0.076470066,0.355675881,0.028701303,0.389275742,-0.005637883,0.364126492,-0.039834428,0.267248725,-0.035361771,0.225559768,-0.040038935,0.093837485,-0.042514508,-0.079848513,-0.042974217,-0.091921228,-0.018544499,-0.132778938,0.045817563,-0.166258922,-0.059494869,-0.250509502,-0.037358739,S_raraen
-0.291671838,-0.024087621,-0.267808226,0.007006537,-0.25607384,0.006991824,-0.19521535,0.011093513,-0.142320665,0.073865592,0.054356362,0.094743864,0.135564612,0.073444793,0.353996155,0.030303049,0.396188265,-0.000116106,0.366551123,-0.037985101,0.253958844,-0.030943716,0.22587541,-0.040741946,0.087084142,-0.046586756,-0.078191098,-0.041844505,-0.089662263,-0.01985728,-0.129896242,0.042625409,-0.168825873,-0.062171221,-0.253909518,-0.035740331,S_raraen
-0.300662567,-0.036162468,-0.273167807,-0.001287987,-0.261807404,0.0032901,-0.197977416,0.006895065,-0.148614781,0.08661636,0.066450549,0.103833986,0.140803163,0.071398892,0.361331286,0.030527923,0.389711893,-0.004221347,0.358892883,-0.040660047,0.250338023,-0.036610225,0.211778232,-0.043629123,0.094355376,-0.039789458,-0.065750609,-0.032522115,-0.082530172,-0.007858455,-0.131443786,0.049583535,-0.156922265,-0.063192688,-0.2547846,-0.046211949,S_raraen
-0.292446625,-0.027242266,-0.256296292,0.010231799,-0.240849147,0.014534494,-0.204486776,0.019427531,-0.145789782,0.059698402,0.065183256,0.078161126,0.138451255,0.05435701,0.36169627,0.038055059,0.391041636,0.010059558,0.368847083,-0.027365356,0.262997768,-0.033516191,0.222073472,-0.046267978,0.084510391,-0.047379308,-0.09061667,-0.041058482,-0.103179751,-0.012546078,-0.136162046,0.045689847,-0.180566456,-0.058653076,-0.244407587,-0.036186091,S_raraen
-0.294729116,-0.008659214,-0.265498897,0.007275596,-0.254554732,0.007337461,-0.195935276,0.006788509,-0.149504891,0.077906462,0.055248989,0.085176801,0.125823989,0.067176787,0.364899275,0.034795053,0.396187524,-0.003973023,0.367449133,-0.030395628,0.261126717,-0.030107252,0.220034447,-0.038215351,0.083527923,-0.045517632,-0.081901404,-0.043787493,-0.092511777,-0.024153438,-0.131746442,0.030332271,-0.162317243,-0.060418281,-0.245598219,-0.031561627,S_raraen
-0.298202952,-0.038679409,-0.264409398,0.003097355,-0.245311316,0.008076855,-0.197721385,0.013668571,-0.159924238,0.086689994,0.059869121,0.092917298,0.136787056,0.059450309,0.350566725,0.029811664,0.393653559,0.002351358,0.365488801,-0.031076636,0.274650492,-0.034404408,0.213797641,-0.050099237,0.082025485,-0.045075486,-0.079952982,-0.030222465,-0.085749346,-0.018476492,-0.13292573,0.049930269,-0.162721958,-0.05113801,-0.249919575,-0.046821531,S_raraen
-0.300583809,-0.026310083,-0.267017704,0.010791015,-0.250542062,0.016079497,-0.19339818,0.025943839,-0.144535239,0.062283867,0.061311704,0.063171763,0.136956927,0.038405,0.35271329,0.043322966,0.381084786,0.019435991,0.371798441,-0.014353426,0.282285565,-0.036197484,0.22462696,-0.061332469,0.082846592,-0.05230797,-0.092494661,-0.038916609,-0.09846342,-0.006653999,-0.129529834,0.047624034,-0.172350383,-0.056938668,-0.244708975,-0.034047263,S_raraen
-0.295878797,-0.027502376,-0.258871488,0.006219641,-0.243117972,0.009306657,-0.201267038,0.018820645,-0.143990721,0.060379066,0.055771958,0.085726023,0.137306415,0.067253869,0.359710179,0.034856806,0.393368244,0.000546055,0.362878121,-0.031473708,0.268747333,-0.034547564,0.22068751,-0.042675049,0.089504457,-0.046652408,-0.088825843,-0.032482792,-0.100816207,-0.01578631,-0.134303749,0.043236698,-0.173884918,-0.058880727,-0.247017485,-0.036344528,S_raraen
-0.297240967,-0.027968248,-0.264078716,0.005966775,-0.246518833,0.009466079,-0.195401794,0.012252487,-0.15484274,0.073764809,0.065476956,0.096093817,0.152145049,0.070132583,0.36102243,0.037319654,0.382926485,-0.000382554,0.362927459,-0.032520099,0.260079981,-0.033699689,0.215628877,-0.043014914,0.089153384,-0.049954526,-0.085882419,-0.040953981,-0.094337684,-0.023444082,-0.125838721,0.037251501,-0.167100889,-0.057286378,-0.258117857,-0.033023235,S_raraen
-0.305137695,-0.023213043,-0.266796561,0.005346092,-0.252273389,0.008362989,-0.208015562,0.011897845,-0.148988276,0.069387444,0.061457465,0.094759305,0.153601543,0.06967648,0.34852533,0.034506843,0.388015079,0.000556157,0.359949339,-0.034196649,0.268222665,-0.036334626,0.215500974,-0.042695419,0.086407899,-0.044594283,-0.059614592,-0.038494821,-0.085898446,-0.021234489,-0.133451287,0.042684667,-0.175277412,-0.060608031,-0.246227075,-0.035806462,S_raraen
-0.29903333,-0.024036366,-0.259166033,0.002691506,-0.245243614,0.004371261,-0.202610416,0.011425739,-0.15223901,0.065220077,0.067712831,0.095022336,0.14432233,0.073848517,0.36115004,0.029869477,0.391173379,-0.008865082,0.363624775,-0.032243519,0.257140399,-0.0307105,0.223836436,-0.039647372,0.080215104,-0.037149483,-0.089583042,-0.036818105,-0.097215494,-0.016211757,-0.134459002,0.042712948,-0.162533081,-0.063896461,-0.247092272,-0.035583218,S_raraen
-0.297964832,-0.029754703,-0.269628773,0.002870971,-0.251389864,0.006514915,-0.199376949,0.011488426,-0.142341246,0.081723489,0.069765037,0.095168262,0.15494515,0.063922724,0.347960443,0.03278771,0.388263148,0.002169657,0.362708354,-0.030672684,0.25304872,-0.033456359,0.218643821,-0.042605797,0.100780739,-0.048682395,-0.084055177,-0.043422782,-0.097186182,-0.017160267,-0.130749483,0.049963582,-0.171477294,-0.06362919,-0.251945613,-0.037225558,S_raraen
-0.299838094,-0.03250404,-0.266800919,0.001227121,-0.249968796,0.003334051,-0.200539896,0.010285529,-0.152949778,0.075738832,0.055830477,0.102204949,0.14185637,0.077023328,0.356179705,0.026940679,0.392948235,-0.010212804,0.358021212,-0.039366982,0.268016558,-0.030594789,0.217239029,-0.040794737,0.086308323,-0.03625427,-0.07929974,-0.034720795,-0.088951675,-0.014554677,-0.125877609,0.043187478,-0.162970851,-0.061403791,-0.24920255,-0.039535083,S_raraen
-0.307637656,-0.025731107,-0.265674782,0.006168275,-0.245959098,0.00586608,-0.193590934,0.012880587,-0.153453666,0.07637511,0.061155599,0.098507487,0.150631334,0.066852503,0.354411081,0.036758861,0.393196429,-0.003900546,0.360704074,-0.032843894,0.254744226,-0.0307524,0.216125748,-0.043167651,0.09339568,-0.049628094,-0.084431997,-0.043149779,-0.090689599,-0.02045065,-0.130665813,0.044365788,-0.16295924,-0.061084827,-0.249301386,-0.037065743,S_raraen
-0.290421543,-0.042367048,-0.262796257,-0.003238014,-0.250816224,0.001547969,-0.199410374,0.009192569,-0.154306901,0.070757248,0.058323827,0.107955705,0.152480514,0.079017864,0.366813963,0.027743698,0.401291981,-0.017949742,0.362596771,-0.04287257,0.244867861,-0.027374298,0.212398722,-0.038033332,0.075383761,-0.028403485,-0.075985998,-0.033614804,-0.092414127,-0.012892126,-0.134526575,0.048670273,-0.168076636,-0.061013248,-0.245402761,-0.037126659,S_raraen
-0.297014924,-0.017297309,-0.262789464,0.00801132,-0.24852829,0.011570986,-0.198623888,0.016191531,-0.138020434,0.062167343,0.062341487,0.086714056,0.141842378,0.062095494,0.351463331,0.039575683,0.395655151,0.009615251,0.36498651,-0.029231139,0.263032667,-0.033481706,0.21953524,-0.051647689,0.092959448,-0.049833741,-0.093833436,-0.046214723,-0.104878306,-0.020904811,-0.134451677,0.046827666,-0.167987047,-0.05974445,-0.245688746,-0.034413761,S_raraen
-0.299124871,-0.026237383,-0.265081321,0.006740022,-0.251175763,0.009275044,-0.197435711,0.013187103,-0.140740894,0.076509188,0.047140335,0.093790756,0.137038291,0.071519432,0.369001847,0.034726331,0.394390156,-0.001620574,0.357380743,-0.035770612,0.255577095,-0.034546514,0.217743162,-0.038094316,0.086718411,-0.045654828,-0.073431025,-0.046090146,-0.087150864,-0.027671946,-0.125739467,0.044235848,-0.16431213,-0.059425189,-0.260797994,-0.034872215,S_raraen
-0.291385923,-0.029880129,-0.257530902,0.004517187,-0.244040459,0.010473974,-0.202986015,0.015570621,-0.154265587,0.060292719,0.06005763,0.083030033,0.14900222,0.060563914,0.363985139,0.03151696,0.388999498,0.001083442,0.365916323,-0.030364339,0.259696,-0.027620918,0.222939571,-0.042833472,0.090770387,-0.046294675,-0.091032892,-0.033615969,-0.109682771,-0.008274392,-0.138587854,0.042360164,-0.168843115,-0.054932864,-0.243011251,-0.035592256,S_raraen
-0.292928622,-0.024391679,-0.258870901,0.007917674,-0.240253583,0.008930711,-0.202808071,0.013358257,-0.150045909,0.063995665,0.062850171,0.081740861,0.143144942,0.056642172,0.361734716,0.039629908,0.402089232,0.003380632,0.368665404,-0.032906347,0.260394451,-0.027711196,0.215527672,-0.043782759,0.071503337,-0.046961242,-0.09046926,-0.035954449,-0.101979735,-0.013079004,-0.138862178,0.043504281,-0.17062583,-0.057196541,-0.239065836,-0.037116944,S_raraen
-0.318771209,-0.026947449,-0.254869109,0.016440534,-0.236472965,0.017164432,-0.198711826,0.016349506,-0.147376755,0.072782484,0.057145876,0.085727276,0.136939591,0.056040609,0.356045131,0.042163247,0.399532105,0.012477984,0.36102352,-0.025888283,0.265584864,-0.037400303,0.22133139,-0.054395208,0.074730051,-0.053818338,-0.086608312,-0.044890529,-0.093426029,-0.018098806,-0.132612227,0.041404789,-0.159704213,-0.060720173,-0.243779883,-0.038391773,S_raraen
-0.283089837,-0.019934365,-0.255877636,0.00538498,-0.241276629,0.009237072,-0.204996358,0.013235019,-0.150291692,0.072151031,0.06098645,0.083293239,0.13787663,0.06075602,0.347808288,0.03806978,0.391829099,0.010312459,0.361800344,-0.024611449,0.269343406,-0.037180283,0.243123168,-0.058859373,0.087851113,-0.051009526,-0.091906448,-0.040370348,-0.105226318,-0.018700534,-0.147199675,0.039688812,-0.1748459,-0.049605401,-0.245908007,-0.031857133,S_raraen
-0.296220684,-0.035079907,-0.258502652,0.004591642,-0.242681845,0.009508984,-0.20301731,0.014941484,-0.149312057,0.065986418,0.054483858,0.088541838,0.142956323,0.062462428,0.370258813,0.029199584,0.396653646,-0.013505622,0.369753038,-0.03498169,0.251782904,-0.023863597,0.214834904,-0.032458289,0.078898545,-0.031235595,-0.082423457,-0.036348967,-0.094685632,-0.011656604,-0.138819492,0.048606814,-0.16910695,-0.061873617,-0.244851952,-0.042835306,S_raraen
-0.30397883,-0.034955965,-0.272936588,0.004471309,-0.2601738,0.004611083,-0.204019962,0.004040737,-0.141172045,0.080631616,0.07047683,0.102633592,0.156547504,0.075290513,0.342592668,0.025443486,0.382823927,-0.012585423,0.357786844,-0.041066581,0.261373135,-0.030096359,0.22092347,-0.035587845,0.102829974,-0.027440652,-0.082538885,-0.033264896,-0.08862012,-0.016633987,-0.128400513,0.048401288,-0.155749085,-0.069946726,-0.257764524,-0.043945189,S_raraen
-0.296888923,-0.045373238,-0.258727744,0.006232978,-0.240205842,0.01339051,-0.207114454,0.015393403,-0.142113956,0.075044091,0.051160028,0.091637548,0.13643006,0.066758158,0.360553207,0.039436723,0.397223949,0.001029823,0.362483246,-0.034844207,0.264851077,-0.033958795,0.21562654,-0.053625211,0.083630618,-0.052794782,-0.084638958,-0.037343157,-0.092699511,-0.00902977,-0.140362072,0.058380652,-0.168396887,-0.059770044,-0.240810377,-0.040564682,S_raraen
-0.298731878,-0.030771179,-0.254810399,0.006671107,-0.237198989,0.009846467,-0.196725395,0.016908287,-0.147910091,0.0632077,0.044685932,0.080826467,0.146139622,0.054116762,0.361406539,0.036259012,0.399174662,0.006735045,0.373375959,-0.028469583,0.261805206,-0.033392033,0.222604776,-0.047596295,0.06983474,-0.0433039,-0.091922237,-0.03124948,-0.100452203,-0.011952888,-0.136690283,0.037312272,-0.171483306,-0.054908305,-0.243102657,-0.030239454,S_progra
-0.292723322,-0.02952577,-0.26398843,0.006127911,-0.249081081,0.011564519,-0.195084719,0.017410593,-0.15681098,0.074087838,0.046199847,0.097349855,0.134646332,0.061571571,0.365737684,0.034192604,0.395582753,0.001894695,0.363646012,-0.031403713,0.268008968,-0.03536433,0.217567305,-0.047035043,0.070981432,-0.04617155,-0.076409959,-0.03906156,-0.085414333,-0.018334724,-0.124437414,0.032657069,-0.163550217,-0.054792281,-0.254869878,-0.035167684,S_progra
-0.29004429,-0.038650399,-0.259242228,0.004685769,-0.243472832,0.004958654,-0.198533454,0.012487702,-0.134267863,0.074427165,0.061518593,0.091326615,0.161101948,0.065997731,0.35767728,0.03782596,0.392094559,0.00236194,0.365674317,-0.034147581,0.255259069,-0.033797829,0.21710728,-0.043472758,0.081988206,-0.050295584,-0.100877659,-0.030916121,-0.105662553,-0.015217631,-0.138287963,0.047314514,-0.163546194,-0.056772011,-0.258486215,-0.038116136,S_progra
-0.295107661,-0.037031964,-0.261557177,-0.003389252,-0.240640929,0.001589831,-0.192461325,0.009081423,-0.161396267,0.069972632,0.053387221,0.092833397,0.144026962,0.070636838,0.37706221,0.027986729,0.389537271,-0.007523856,0.367803873,-0.037028189,0.257655989,-0.034972618,0.212498957,-0.042199745,0.079701072,-0.026967651,-0.081984008,-0.029632744,-0.099076255,-0.009823922,-0.137693876,0.044661906,-0.168972956,-0.046817687,-0.242783101,-0.041375127,S_progra
-0.274892631,-0.024213177,-0.249840364,0.007718779,-0.22990636,0.010126573,-0.196051249,0.017099924,-0.126836834,0.065934299,0.044492942,0.083746255,0.125899738,0.056008648,0.373170475,0.042502992,0.39373051,0.016067709,0.369705823,-0.024399443,0.27319006,-0.038931913,0.237519026,-0.054797285,0.067400278,-0.05800388,-0.116880567,-0.03981354,-0.122834827,-0.014525921,-0.142947927,0.032198367,-0.184572844,-0.0537744,-0.24034525,-0.022943987,S_progra
-0.284609626,-0.038314703,-0.261587313,0.003485842,-0.244860976,0.00556914,-0.196773727,0.009729708,-0.146568222,0.076602666,0.052082517,0.099519202,0.152422199,0.066029733,0.36150552,0.034577919,0.399124756,-0.003071114,0.365659593,-0.034422568,0.259033599,-0.034379524,0.223475289,-0.048999333,0.060401237,-0.036394579,-0.08807382,-0.036322228,-0.100609007,-0.015408593,-0.138214087,0.045239472,-0.16961827,-0.053013903,-0.242789662,-0.040427138,S_progra
-0.279786028,-0.031547104,-0.245542099,0.006660409,-0.229656932,0.012034671,-0.195163687,0.016837114,-0.153092949,0.057609241,0.039476017,0.082198911,0.124204446,0.060834602,0.373056982,0.035183735,0.405210502,0.005107617,0.382477523,-0.025581921,0.267658562,-0.035568848,0.220358668,-0.04850096,0.058421536,-0.050723924,-0.100659496,-0.032905345,-0.111985753,-0.01495483,-0.140769821,0.035996439,-0.176344322,-0.045801284,-0.237863149,-0.026878523,S_progra
-0.287659677,-0.032974961,-0.254754951,0.008645776,-0.240536885,0.010885029,-0.196036651,0.014396161,-0.159536239,0.06845833,0.045073886,0.101572894,0.145384933,0.073634045,0.371076888,0.037671225,0.379244478,0.002036797,0.358321341,-0.033734822,0.272463018,-0.040474957,0.229164534,-0.054239259,0.081692964,-0.048960335,-0.094685365,-0.039500133,-0.096776521,-0.020967113,-0.139862421,0.047721196,-0.175126741,-0.059785563,-0.237446591,-0.034384308,S_progra
-0.28205078,-0.021225323,-0.245296447,0.016821486,-0.232029556,0.01802963,-0.198706415,0.019922362,-0.153447232,0.054381095,0.048643588,0.070831775,0.128725129,0.044762285,0.352637819,0.045184396,0.404985879,0.022602051,0.37782527,-0.017363743,0.271529435,-0.041675409,0.237449331,-0.059094156,0.064679774,-0.060954436,-0.099530161,-0.038220074,-0.112084915,-0.015707555,-0.142879388,0.034665536,-0.180213035,-0.049150811,-0.240238295,-0.023809111,S_progra
-0.293388107,-0.013176976,-0.247857156,0.02619415,-0.232532072,0.024342992,-0.186733814,0.023588864,-0.139422994,0.059053299,0.036058164,0.07220998,0.125827072,0.054940812,0.364640295,0.045809926,0.398999424,0.017316611,0.366284131,-0.021997152,0.284255698,-0.030954924,0.228353866,-0.050218955,0.069784333,-0.062316346,-0.112349635,-0.055602408,-0.103260801,-0.030388153,-0.130197397,0.026067493,-0.181609111,-0.061726974,-0.246851895,-0.023142239,S_progra
-0.295908064,-0.017638013,-0.255935216,0.020596321,-0.23444518,0.021829214,-0.187945328,0.02162396,-0.151401896,0.061596791,0.046815412,0.073934235,0.145101424,0.056554016,0.356739758,0.043741151,0.393626342,0.019003053,0.36582594,-0.0228433,0.28014906,-0.033496903,0.234428464,-0.055280026,0.059725748,-0.059061179,-0.107127495,-0.049931507,-0.106490876,-0.027848306,-0.134053142,0.03479142,-0.172735867,-0.059452183,-0.236369086,-0.028118745,S_progra
-0.283844139,-0.011697832,-0.247734069,0.009590143,-0.229693044,0.010754876,-0.193144512,0.012605264,-0.162595993,0.052987344,0.053049192,0.078211579,0.136424737,0.054735665,0.367911642,0.041864029,0.399964807,0.015049433,0.371826249,-0.023043428,0.270409063,-0.036749649,0.22836537,-0.052021031,0.059192606,-0.053898194,-0.101846153,-0.038917856,-0.110432511,-0.018340201,-0.137233878,0.030327379,-0.177691765,-0.049800186,-0.242927604,-0.021657336,S_progra
-0.286024267,-0.023446635,-0.248901032,0.01120385,-0.235762104,0.012701945,-0.198933092,0.017670093,-0.1478637,0.051780463,0.045861305,0.073942005,0.129031892,0.053318316,0.366156831,0.038474634,0.399075959,0.013181739,0.373093783,-0.024903699,0.275696914,-0.034438578,0.227993053,-0.052995218,0.067159135,-0.048831149,-0.098516108,-0.033131456,-0.112808783,-0.010391508,-0.137272492,0.034907779,-0.180018689,-0.051966421,-0.237968606,-0.027076159,S_progra
-0.286695096,-0.026902985,-0.250995496,0.005692146,-0.233370691,0.008676061,-0.197911166,0.013676997,-0.158811593,0.061035378,0.042949381,0.092625743,0.134442452,0.073345658,0.364685346,0.034099686,0.396545894,-0.002055746,0.365752794,-0.03842193,0.271665729,-0.031536656,0.225409695,-0.043361609,0.082237384,-0.046757964,-0.092737202,-0.039922137,-0.106143137,-0.018332404,-0.142150403,0.036450512,-0.174685308,-0.049781115,-0.240188582,-0.028529636,S_progra
-0.283141604,-0.024982773,-0.244075382,0.005381705,-0.229831878,0.009503871,-0.199295278,0.016657084,-0.155004371,0.055786674,0.047109763,0.077715249,0.129452324,0.048974042,0.365767513,0.037655461,0.404690566,0.010868029,0.377277772,-0.026061835,0.27189219,-0.035845883,0.224996434,-0.053211358,0.06274566,-0.041605559,-0.101006411,-0.028310066,-0.112413932,-0.010245652,-0.143045391,0.038591814,-0.17848211,-0.050821663,-0.237635863,-0.030049138,S_progra
-0.291291099,-0.013303213,-0.243814831,0.013503974,-0.227479395,0.018266309,-0.202451396,0.020281419,-0.149318994,0.047740095,0.05300594,0.054357162,0.136450053,0.043365042,0.361535955,0.051567325,0.401607529,0.025174421,0.370875894,-0.017677852,0.27637487,-0.039550409,0.235732467,-0.05563539,0.059943672,-0.060643887,-0.105296232,-0.035041137,-0.120667042,-0.015983487,-0.14041695,0.033668295,-0.17668059,-0.047877534,-0.238109849,-0.022211133,S_progra
-0.270347542,-0.022837574,-0.235761665,0.010640136,-0.225627263,0.012583941,-0.202093403,0.015753242,-0.153813601,0.056038586,0.042221638,0.071864997,0.121684996,0.052885949,0.362421277,0.042186321,0.40951183,0.015524272,0.381927547,-0.024321586,0.275538429,-0.039609543,0.235324155,-0.053502937,0.058028687,-0.056731666,-0.114005062,-0.030841724,-0.125078516,-0.012974636,-0.148908568,0.033200536,-0.180481977,-0.04512162,-0.230540962,-0.024736692,S_progra
-0.283509393,-0.024029211,-0.234412916,0.009799964,-0.224007522,0.0118841,-0.199621801,0.014742593,-0.155495528,0.050423624,0.047292043,0.08601585,0.125636843,0.069179706,0.365164016,0.04162936,0.402934808,0.003453223,0.377389745,-0.037584417,0.272925651,-0.03438336,0.229027751,-0.04697912,0.064430162,-0.045052157,-0.106070949,-0.039091906,-0.12171205,-0.016257578,-0.144503535,0.032528172,-0.179254421,-0.050312166,-0.236212904,-0.025966675,S_progra
-0.287520327,-0.019543518,-0.244323226,0.007299086,-0.226911082,0.009997553,-0.195183923,0.013987609,-0.154099722,0.055527625,0.041834872,0.084712648,0.127012797,0.058920792,0.364013897,0.043232952,0.40365768,0.01386586,0.37221284,-0.028480136,0.275505678,-0.041147011,0.232209611,-0.058534678,0.058660148,-0.052577677,-0.096901916,-0.031023326,-0.114480142,-0.014828554,-0.139830701,0.036175244,-0.179782498,-0.0491318,-0.236073987,-0.02845267,S_progra
-0.271633577,-0.014106687,-0.239211378,0.011539355,-0.227309482,0.012834923,-0.198931185,0.011102167,-0.164599281,0.054143603,0.041274737,0.084890408,0.126230543,0.061904626,0.370479611,0.046662723,0.405706164,0.009704932,0.373864159,-0.030751776,0.273462868,-0.038525408,0.232085399,-0.051065771,0.059744942,-0.058882398,-0.11091444,-0.038957333,-0.11737046,-0.022699407,-0.145485276,0.029083652,-0.179159668,-0.042136129,-0.228233674,-0.024741481,S_progra
-0.279478959,-0.015225743,-0.243148014,0.013763149,-0.22956302,0.015716535,-0.198917235,0.017869023,-0.15351325,0.054891449,0.04384554,0.080598441,0.128534376,0.058310063,0.357899324,0.049286018,0.397835953,0.019773623,0.370894949,-0.023178828,0.286839152,-0.04332418,0.235427698,-0.065611651,0.056433154,-0.060708687,-0.099864482,-0.039326735,-0.114051093,-0.020834197,-0.138049755,0.03518865,-0.177903491,-0.052501879,-0.243220847,-0.024685052,S_progra
-0.292510984,-0.028149634,-0.255375094,0.004347612,-0.240151463,0.008722391,-0.198209467,0.012143025,-0.155640148,0.05889961,0.053663008,0.090467323,0.144926775,0.062913645,0.358606874,0.03620905,0.399745311,-8.05E-06,0.368748686,-0.032725204,0.26696738,-0.032777663,0.220298862,-0.048020961,0.069071794,-0.037698413,-0.091625547,-0.034104105,-0.099490055,-0.01322094,-0.135111161,0.039713121,-0.169640242,-0.057449954,-0.24427453,-0.029260853,S_progra
-0.274558065,-0.02645422,-0.239710935,0.006062492,-0.227350224,0.010959695,-0.195945768,0.015664685,-0.150529864,0.050378072,0.044797494,0.072319616,0.133079124,0.058601303,0.366352203,0.039954917,0.410325107,0.006973052,0.385739066,-0.02729761,0.268306258,-0.033689903,0.217948187,-0.047262233,0.05756214,-0.046349679,-0.107473792,-0.029161005,-0.123883202,-0.010221241,-0.141059112,0.032293886,-0.181363199,-0.049504702,-0.242235417,-0.023267124,S_progra
