x11,x12,x21,x22,x31,x32,x41,x42,x51,x52,x61,x62,x71,x72,x81,x82,x91,x92,x101,x102,x111,x112,x121,x122,x131,x132,x141,x142,x151,x152,x161,x162,x171,x172,x181,x182,target
-0.278476892,-0.021481577,-0.253498002,0.008204825,-0.239043437,0.009039484,-0.198838269,0.012009561,-0.153430441,0.064627792,0.054860076,0.088474842,0.136959767,0.069568373,0.353554236,0.035123162,0.398102823,0.002397368,0.359552164,-0.033093726,0.272844261,-0.033585468,0.235315142,-0.043342772,0.088055451,-0.052574875,-0.103811149,-0.042179618,-0.11273151,-0.018656068,-0.143165929,0.038838692,-0.171150027,-0.053150438,-0.245098263,-0.030219558,S_macrop
-0.278391041,-0.016458323,-0.251803196,0.003602897,-0.239135835,0.005919187,-0.194434276,0.008885313,-0.154610993,0.070001994,0.055552929,0.106633786,0.140869695,0.081340619,0.359335384,0.027393641,0.394775389,-0.007565713,0.36262344,-0.034321674,0.274844073,-0.028797401,0.225774966,-0.036098309,0.076984758,-0.055199708,-0.103701511,-0.044511802,-0.11429924,-0.026271024,-0.142906875,0.033571841,-0.170592705,-0.055688017,-0.240884962,-0.032437308,S_macrop
-0.296166167,-0.023807814,-0.262154663,0.00998044,-0.248953006,0.011115168,-0.196709504,0.013228029,-0.14122734,0.066967944,0.055918949,0.088398176,0.130383085,0.061175739,0.365378839,0.036283063,0.392874661,0.003885792,0.361296774,-0.029964291,0.26266912,-0.033358184,0.230176822,-0.044745946,0.075968612,-0.04675177,-0.083874774,-0.039347579,-0.096489968,-0.017081544,-0.128804751,0.036902053,-0.162034408,-0.06324698,-0.258252281,-0.029632296,S_macrop
-0.280956527,-0.028558746,-0.2547977,0.005346155,-0.241801992,0.006424476,-0.197486819,0.011001414,-0.152282596,0.057844898,0.056646109,0.085335103,0.136194714,0.058990083,0.354641928,0.03187152,0.401037695,0.005067899,0.369581938,-0.031028803,0.27599283,-0.036693035,0.226082427,-0.050276468,0.072268721,-0.037911986,-0.099791731,-0.022860118,-0.112172434,-0.003507591,-0.14551924,0.044499419,-0.168093377,-0.058979254,-0.239543947,-0.036564967,S_macrop
-0.275451249,-0.022164967,-0.252323177,0.006095361,-0.241493815,0.007481379,-0.200937336,0.011227839,-0.14678014,0.059514118,0.048920517,0.080185198,0.132651009,0.057699795,0.361140226,0.033101916,0.400328545,0.002284128,0.367667274,-0.02986732,0.271604851,-0.030978038,0.236760142,-0.049281441,0.075252173,-0.03829256,-0.103609502,-0.031530638,-0.116738005,-0.008232552,-0.150887791,0.044834015,-0.171402858,-0.057020754,-0.234700865,-0.035055479,S_macrop
-0.277647617,-0.024471331,-0.255204444,0.002511426,-0.242264854,0.002768656,-0.196721753,0.006907388,-0.156534298,0.069181328,0.045871116,0.093905102,0.130792583,0.070671691,0.358119655,0.029558103,0.399896725,-0.004885028,0.367571017,-0.039179852,0.273591511,-0.032311287,0.232100447,-0.045107206,0.074635343,-0.03496722,-0.094623972,-0.034111996,-0.106963693,-0.015587399,-0.146658252,0.044459236,-0.169010627,-0.052412894,-0.236948886,-0.036928716,S_macrop
-0.283539746,-0.021378557,-0.255230432,0.005430837,-0.241212427,0.00795802,-0.202485217,0.013997132,-0.142755648,0.060111257,0.054846484,0.075509968,0.135202138,0.056926795,0.365471405,0.038307462,0.404509426,0.007654203,0.366072897,-0.027173427,0.268567992,-0.031854184,0.223891281,-0.051677704,0.067230771,-0.045418588,-0.096535802,-0.030967411,-0.114222905,-0.011898688,-0.143763854,0.042843782,-0.166397428,-0.056579677,-0.239648937,-0.031791219,S_macrop
-0.286061426,-0.023332372,-0.259589856,0.002252975,-0.247513494,0.003989682,-0.198457872,0.009757188,-0.141497152,0.069009863,0.057089626,0.093209458,0.14343196,0.075024975,0.355270747,0.033334171,0.394275956,-0.003467483,0.362228106,-0.037114919,0.274098492,-0.032505317,0.229609172,-0.043792427,0.072299636,-0.040331685,-0.099030967,-0.03856991,-0.107213531,-0.017059447,-0.144700602,0.040311142,-0.166159401,-0.055686687,-0.238079393,-0.035029207,S_macrop
-0.276547934,-0.021678808,-0.251554188,0.006727152,-0.241519835,0.008525252,-0.199549575,0.014519366,-0.149231662,0.054577428,0.047516416,0.068449568,0.124908546,0.048033409,0.361170205,0.036538075,0.395641137,0.013133521,0.37542537,-0.021797166,0.283027064,-0.036806263,0.232228514,-0.058964684,0.071997198,-0.040756778,-0.098740901,-0.027517828,-0.11466783,-0.006695027,-0.146127702,0.043265279,-0.175725791,-0.049756385,-0.238249033,-0.029796111,S_macrop
-0.280870926,-0.017523325,-0.254473396,0.00239321,-0.242019484,0.002788086,-0.197008849,0.004923871,-0.159524405,0.070048805,0.039190477,0.087550205,0.128093765,0.063243023,0.357174567,0.030079618,0.407139009,-5.26E-05,0.375350058,-0.031946601,0.273662767,-0.034290847,0.224342097,-0.049308971,0.071793402,-0.039095028,-0.095510511,-0.028730015,-0.109818189,-0.017050137,-0.144298909,0.040227467,-0.159631073,-0.048601733,-0.233590402,-0.034654995,S_macrop
-0.286558998,-0.019146807,-0.255145212,0.003893743,-0.242764916,0.005563803,-0.196190387,0.009719966,-0.143652519,0.063824791,0.054166014,0.090789769,0.153014848,0.065696981,0.359812986,0.038713214,0.396960107,0.009239309,0.356777387,-0.024592357,0.270137255,-0.037518309,0.222281943,-0.055831232,0.078959182,-0.060412744,-0.09806958,-0.033002095,-0.110800959,-0.010615405,-0.143376869,0.045467142,-0.173372153,-0.057421903,-0.242178127,-0.034367865,S_macrop
-0.282497052,-0.015504127,-0.249316017,0.012885769,-0.2386288,0.013969209,-0.19603632,0.017305643,-0.146258212,0.056214419,0.048252731,0.075934996,0.131924139,0.056446352,0.358818621,0.039695688,0.404014609,0.017284235,0.375265532,-0.023404531,0.274042956,-0.038808678,0.219913888,-0.054107734,0.073973685,-0.051975577,-0.109244662,-0.042581765,-0.113383048,-0.021168218,-0.141836495,0.041688527,-0.170800509,-0.054956584,-0.238205045,-0.028917621,S_macrop
-0.289297594,-0.020987861,-0.254483384,0.004335331,-0.241184917,0.005555037,-0.197134731,0.007364195,-0.148087903,0.058131964,0.052474182,0.084495612,0.14640602,0.062276256,0.363036113,0.033293984,0.397000234,0.005455324,0.366537497,-0.031877039,0.267246883,-0.033079146,0.223871084,-0.051827373,0.072047999,-0.035768365,-0.088166549,-0.026944737,-0.10653993,-0.00702445,-0.147679848,0.039102476,-0.173836512,-0.059233636,-0.242208644,-0.033267573,S_macrop
-0.273759655,-0.015190005,-0.246503231,0.003721724,-0.237309638,0.00432919,-0.199916153,0.006733533,-0.158470741,0.067143387,0.051862405,0.095991518,0.129757692,0.073812557,0.358175458,0.028032594,0.400899968,-0.004535175,0.369399369,-0.035609608,0.279113395,-0.032258546,0.227755822,-0.04489084,0.072658897,-0.033444005,-0.096359651,-0.039162818,-0.119767224,-0.022800477,-0.149516155,0.035835099,-0.172728601,-0.052763642,-0.235291959,-0.034944486,S_macrop
-0.273513227,-0.032048907,-0.24868446,-0.004436152,-0.239156867,-0.002825587,-0.206060029,0.005176154,-0.148981341,0.061061842,0.065484121,0.088845255,0.148937311,0.067661982,0.363040824,0.024623286,0.398656504,-0.009995569,0.367815649,-0.0363382,0.260991146,-0.025638653,0.227628439,-0.039709254,0.081091128,-0.025932853,-0.112340511,-0.020543761,-0.127168357,-0.004705622,-0.151634981,0.045973063,-0.167536087,-0.05523215,-0.238569263,-0.035934874,S_macrop
-0.285550414,-0.03598061,-0.257796439,-0.004534256,-0.244294151,-0.001717648,-0.198069985,0.007996431,-0.153099823,0.056981585,0.061958373,0.086781523,0.163101249,0.069743953,0.364460884,0.019233076,0.382585022,-0.008934473,0.365819086,-0.038628783,0.268208818,-0.023065694,0.228141986,-0.037605286,0.077804834,-0.018853471,-0.098865468,-0.021473845,-0.120032545,-0.004433712,-0.141777394,0.043749957,-0.169854435,-0.053101379,-0.242739598,-0.036157368,S_macrop
-0.27697045,-0.022644645,-0.251043695,0.004670765,-0.240083882,0.006842737,-0.200049885,0.010686043,-0.152904922,0.056737307,0.058212368,0.078129693,0.134205102,0.056807442,0.37041919,0.035894646,0.402025151,0.007901344,0.369695145,-0.025951757,0.269210685,-0.033395449,0.220362414,-0.053240818,0.065422319,-0.043366547,-0.097242896,-0.029082497,-0.115119213,-0.008446942,-0.145832047,0.046287017,-0.174645707,-0.055205933,-0.235659678,-0.032622407,S_macrop
-0.281361976,-0.011887618,-0.253551445,0.002412738,-0.242505528,0.002779326,-0.199304874,0.002669971,-0.147609188,0.071999994,0.052033382,0.091989823,0.135984554,0.064946673,0.357556778,0.036035187,0.404129501,0.003894472,0.366746368,-0.031799137,0.267272268,-0.032782997,0.231547453,-0.048879152,0.066736531,-0.048942152,-0.0929124,-0.034436406,-0.11237514,-0.021193783,-0.140653501,0.0328951,-0.169572753,-0.048805961,-0.24216003,-0.030896076,S_macrop
-0.278755997,-0.020957784,-0.253776936,0.003596834,-0.240338589,0.00457182,-0.194936768,0.012056901,-0.149381013,0.058836536,0.054395951,0.087857349,0.127754652,0.064770337,0.366624392,0.032643402,0.386769203,0.005056191,0.369941277,-0.02136748,0.27888388,-0.040876242,0.231422078,-0.054800296,0.077203996,-0.047234694,-0.103169594,-0.033681765,-0.114199908,-0.01143742,-0.145134236,0.042651901,-0.173581428,-0.050624034,-0.239720958,-0.031061554,S_macrop
-0.276524892,-0.021551682,-0.254866418,0.00651257,-0.24460358,0.007197528,-0.201943599,0.010453984,-0.156576711,0.058727549,0.051628555,0.077504338,0.131715284,0.052251051,0.35190314,0.036065945,0.399586451,0.00958157,0.366798819,-0.024816317,0.27464338,-0.038519515,0.235790817,-0.060966471,0.089573333,-0.039510269,-0.098537913,-0.026158781,-0.112300726,-0.004681724,-0.149460233,0.044602462,-0.169020109,-0.054421724,-0.237805599,-0.032270514,S_macrop
-0.273123865,-0.023872927,-0.249972193,0.002785901,-0.23913434,0.005031265,-0.204476234,0.00836054,-0.151762713,0.055603981,0.048319393,0.082630511,0.133822338,0.060603376,0.361947046,0.03203521,0.403117979,-0.000393048,0.369097417,-0.029887558,0.270085126,-0.032487739,0.229381861,-0.050844917,0.079519584,-0.032554179,-0.099574137,-0.029809595,-0.115646281,-0.003808725,-0.145808503,0.042434937,-0.177427208,-0.053405332,-0.238365269,-0.0324217,S_macrop
-0.284725719,-0.017286413,-0.253517484,0.009756687,-0.241327136,0.010917165,-0.20270129,0.015882177,-0.140829175,0.052547628,0.053980679,0.063593285,0.123683896,0.043136308,0.362098063,0.037639448,0.398775862,0.018992011,0.375730866,-0.019254693,0.274553622,-0.036644789,0.232038159,-0.057033018,0.068808203,-0.043618171,-0.09938317,-0.024031004,-0.116426863,-0.008196956,-0.13624694,0.043517828,-0.174057755,-0.058535856,-0.240453818,-0.031381639,S_macrop
-0.265734543,-0.014615603,-0.245444512,0.003985924,-0.237628601,0.002025884,-0.197737186,0.002205481,-0.167931496,0.06412058,0.05021694,0.092948399,0.119631211,0.070998763,0.362603273,0.029896023,0.409231088,-3.87E-05,0.378637001,-0.032566054,0.270752907,-0.031389742,0.225574736,-0.051656937,0.068088233,-0.048379915,-0.10492934,-0.032344344,-0.117781044,-0.018480636,-0.154526663,0.039494536,-0.164890272,-0.045145301,-0.228131732,-0.031058331,S_macrop
-0.285894031,-0.017309173,-0.2539649,0.010831408,-0.241107208,0.012920526,-0.20193008,0.015216545,-0.143575392,0.053681957,0.050670931,0.064880805,0.125922226,0.043972913,0.364838751,0.039977481,0.399516199,0.016013482,0.373009992,-0.019687568,0.274567244,-0.034358335,0.231177724,-0.057469761,0.06573366,-0.044168302,-0.095382393,-0.027886214,-0.115246806,-0.010471286,-0.136046326,0.040057114,-0.171035521,-0.055871427,-0.241254071,-0.030330163,S_macrop
-0.28205013,-0.023830281,-0.251870203,0.004698291,-0.240260617,0.00750621,-0.200431761,0.013605473,-0.143315414,0.050350107,0.049097683,0.065182709,0.127121482,0.049012121,0.370939495,0.032716437,0.413923806,0.014838959,0.369284479,-0.025779087,0.259373543,-0.032120605,0.227679506,-0.055723622,0.070953238,-0.029317209,-0.104180411,-0.026986414,-0.117529078,-0.000642131,-0.134409582,0.037999754,-0.171724797,-0.053880244,-0.242601241,-0.027630469,S_macrop
-0.280416483,-0.023123112,-0.251687545,0.006025625,-0.238487887,0.006198863,-0.197199338,0.006739754,-0.133706216,0.068487867,0.055866,0.093640415,0.128583691,0.072924043,0.360596441,0.034662914,0.392910694,-0.00316136,0.365519872,-0.031278661,0.277537242,-0.033443069,0.228320768,-0.048638902,0.082345162,-0.042086374,-0.10759378,-0.037453442,-0.121385198,-0.018000946,-0.143832638,0.041615284,-0.170251957,-0.060944576,-0.247118828,-0.032164322,S_macrop
-0.279186192,-0.029545831,-0.255548299,0.001837687,-0.2414397,0.005026104,-0.204704739,0.013102621,-0.139002387,0.055656146,0.055456177,0.077574811,0.136590631,0.063366886,0.370092102,0.032349692,0.398788134,0.006371964,0.363368704,-0.031949579,0.273391147,-0.0377349,0.219647263,-0.04895427,0.07789301,-0.029959817,-0.099081453,-0.024088732,-0.12047526,-0.005671711,-0.141055437,0.044015565,-0.175756381,-0.056877431,-0.238977319,-0.034519204,S_macrop
-0.281706418,-0.023170736,-0.252458185,0.004214264,-0.236813073,0.006481917,-0.201875432,0.010309647,-0.15427966,0.056426736,0.062888806,0.073457156,0.155683503,0.050361733,0.361902801,0.035258523,0.399555164,0.009817912,0.365155047,-0.022704811,0.265048924,-0.032665209,0.223361413,-0.053229331,0.075564307,-0.034634244,-0.100559567,-0.032320794,-0.115926913,-0.010630345,-0.148864442,0.04385648,-0.175676296,-0.050629485,-0.24099998,-0.030199413,S_macrop
-0.272125504,-0.016338687,-0.250055754,0.005693608,-0.238297838,0.005840454,-0.199499387,0.006324299,-0.158155149,0.06210132,0.049362163,0.087317758,0.135531267,0.060758079,0.364897598,0.030687427,0.398756386,0.002885636,0.369744296,-0.028048722,0.270724897,-0.031631975,0.225971718,-0.049530526,0.080051321,-0.040472682,-0.098489862,-0.03181626,-0.118350555,-0.018244385,-0.14814749,0.037531946,-0.169035996,-0.055913554,-0.242882111,-0.027143737,S_macrop
-0.283727387,-0.031432491,-0.256530304,0.001027285,-0.242666578,0.003078133,-0.200482693,0.010835349,-0.152017575,0.059237253,0.045174427,0.084506147,0.132897116,0.064825853,0.361032587,0.030162568,0.406563015,0.002720316,0.367711712,-0.030778558,0.264650412,-0.037328756,0.223592178,-0.054040341,0.081556151,-0.038467424,-0.089977947,-0.023023882,-0.112426625,-0.002081553,-0.141203579,0.050307992,-0.16614585,-0.053663573,-0.237999061,-0.035884317,S_macrop
-0.290072183,-0.027010445,-0.256491099,0.004001583,-0.24142986,0.00554751,-0.195909113,0.013991929,-0.15067306,0.058871723,0.056864637,0.068655258,0.128307771,0.050474331,0.369705474,0.036444441,0.396240545,0.004610129,0.366551426,-0.023532906,0.266351639,-0.034012564,0.231630697,-0.051970176,0.075000001,-0.032556133,-0.093057811,-0.026093429,-0.109376291,-0.007892902,-0.138765798,0.045916045,-0.166552589,-0.057598256,-0.248324385,-0.027846138,S_macrop
-0.279250489,-0.020279285,-0.253032121,0.006079724,-0.241136728,0.007130025,-0.197495698,0.010318702,-0.154492408,0.064356828,0.050880568,0.095411367,0.135988703,0.071288552,0.362052479,0.033548877,0.390275293,0.00342654,0.366590448,-0.029365989,0.277887765,-0.035800088,0.228012037,-0.053451604,0.074595557,-0.04801291,-0.097699114,-0.039642496,-0.113825596,-0.020399839,-0.136728716,0.039779949,-0.170176829,-0.053663016,-0.24244515,-0.030725337,S_macrop
-0.284247376,-0.036805377,-0.256731615,-0.000817361,-0.24248783,-0.000273738,-0.195259976,0.004730363,-0.160213759,0.06808906,0.047153043,0.100572064,0.134685907,0.077512835,0.369902117,0.024097776,0.406999482,-0.01370942,0.370515522,-0.038647854,0.256303673,-0.035160217,0.21701621,-0.043081932,0.068594188,-0.02237444,-0.090856227,-0.030906123,-0.104222957,-0.007528501,-0.142015564,0.048800347,-0.158800656,-0.054161835,-0.23633418,-0.040335647,S_macrop
-0.290275514,-0.019063,-0.257893232,0.006965856,-0.247388137,0.008998944,-0.198178791,0.014398649,-0.157348165,0.062048375,0.069151525,0.077667094,0.148591399,0.050073805,0.360446889,0.038459331,0.388246501,0.004407698,0.357407632,-0.024030616,0.275765024,-0.029661791,0.229201724,-0.049717928,0.08221469,-0.03864178,-0.101774722,-0.038483035,-0.111948572,-0.018643552,-0.141257351,0.041399039,-0.166972516,-0.051733061,-0.237988383,-0.034444029,S_macrop
-0.286900679,-0.020651721,-0.261770367,-0.000541987,-0.249029078,0.002273075,-0.196547783,0.008002976,-0.153828574,0.07196283,0.049063695,0.098891789,0.142474247,0.070535947,0.352863903,0.029713167,0.39046283,-0.005013568,0.368044005,-0.033684929,0.272016338,-0.035185149,0.227911669,-0.04210844,0.083241228,-0.047293146,-0.094924374,-0.037423586,-0.106535778,-0.017935731,-0.141341086,0.050822591,-0.158243957,-0.055946814,-0.23695624,-0.036417306,S_macrop
-0.282054193,-0.021463764,-0.251158642,0.002934669,-0.240650965,0.003813836,-0.203164158,0.009491311,-0.152928167,0.054314727,0.05277593,0.076167598,0.14802101,0.053890314,0.352321431,0.033991173,0.397627197,0.001099429,0.367989472,-0.025590819,0.278984408,-0.031406176,0.22824939,-0.051414987,0.080636551,-0.031667955,-0.099203596,-0.026040916,-0.121410774,-0.008873316,-0.143142902,0.043676788,-0.172452349,-0.051376484,-0.240439641,-0.031545428,S_macrop
